authtypecode	tagfield	tagsubfield	liblibrarian	libopac	repeatable	mandatory	tab	authorised_value	value_builder	seealso	isurl	hidden	linkid	kohafield	frameworkcode
	510	h	Part of Name Other than Entry Element and Inverted Element	Part of Name Other than Entry Element and Inverted Element	0	0	5				0	0	0		
	510	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	510	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	510	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	510	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	515	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	515	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	515	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	515	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	515	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	515	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	515	a	Entry Element	Entry Element	0	0	5				0	0	0		
	515	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	515	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	515	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	515	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	516	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	516	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	516	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	516	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	516	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	516	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	516	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	516	a	Entry Element	Entry Element	0	0	5				0	0	0		
	516	c	Qualification	Qualification	1	0	5				0	0	0		
	516	f	Dates	Dates	0	0	5				0	0	0		
	516	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	516	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	516	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	516	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	520	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	520	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	520	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	520	4	Relator Code	Relator Code	1	0	5				0	0	0		
	520	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	520	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	520	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	520	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	520	a	Entry Element	Entry Element	0	0	5				0	0	0		
	520	f	Dates	Dates	0	0	5				0	0	0		
	520	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	520	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	520	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	520	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	530	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	530	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	530	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	530	5	tra	tra	0	0	5				0	0	0		
	530	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	530	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	530	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	530	a	Entry Element	Entry Element	0	0	5				0	0	0		
	530	b	General Material Designation	General Material Designation	1	0	5				0	0	0		
	530	h	Number of Section or Part	Number of Section or Part	0	0	5				0	0	0		
	530	i	Name of Section or Part	Name of Section or Part	1	0	5				0	0	0		
	530	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	530	k	Date de Publication	Date de Publication	0	0	5				0	0	0		
	530	l	Form Subheading	Form Subheading	0	0	5				0	0	0		
	530	m	Language (when Part of Heading)	Language (when Part of Heading)	0	0	5				0	0	0		
	530	n	Miscellaneous Information	Miscellaneous Information	1	0	5				0	0	0		
	530	q	Version (or Date of Version)	Version (or Date of Version)	0	0	5				0	0	0		
	530	r	Medium of Performance (for Music)	Medium of Performance (for Music)	1	0	5				0	0	0		
	530	s	Numeric Designation (for Music)	Numeric Designation (for Music)	1	0	5				0	0	0		
	530	u	Key (for Music)	Key (for Music)	0	0	5				0	0	0		
	530	w	Arranged Statement (for Music)	Arranged Statement (for Music)	0	0	5				0	0	0		
	530	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	530	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	530	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	540	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	540	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	540	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	540	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	540	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	540	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	540	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	540	a	Entry Element	Entry Element	0	0	5				0	0	0		
	540	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	540	t	Title	Title	0	0	5				0	0	0		
	540	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	540	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	540	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	545	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	545	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	545	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	545	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	545	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	545	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	545	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	545	a	Entry Element	Entry Element	0	0	5				0	0	0		
	545	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	545	t	Title	Title	0	0	5				0	0	0		
	545	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	545	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	545	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	550	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	550	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	550	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	550	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	550	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	550	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	550	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	550	a	Entry Element	Entry Element	0	0	5				0	0	0		
	550	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	550	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	550	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	550	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	560	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	560	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	560	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	560	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	560	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	560	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	560	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	560	a	Country	Country	0	0	5				0	0	0		
	560	b	State or Province, etc.	State or Province, etc.	0	0	5				0	0	0		
	560	c	County	County	0	0	5				0	0	0		
	560	d	City	City	0	0	5				0	0	0		
	580	0	Instruction Phrase	Instruction Phrase	0	0	5				0	0	0		
	580	2	Subject System Code	Subject System Code	0	0	5				0	0	0		
	580	3	Authority Record Number	Authority Record Number	0	0	5				0	0	0		
	580	5	Tracing Control	Tracing Control	0	0	5				0	0	0		
	580	6	Interfield Linking Data	Interfield Linking Data	0	0	5				0	0	0		
	580	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	5				0	0	0		
	580	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	5				0	0	0		
	580	a	Entry Element	Entry Element	0	0	5				0	0	0		
	580	j	Form Subdivision	Form Subdivision	1	0	5				0	0	0		
	580	x	Topical Subdivision	Topical Subdivision	1	0	5				0	0	0		
	580	y	Geographical Subdivision	Geographical Subdivision	1	0	5				0	0	0		
	580	z	Chronological Subdivision	Chronological Subdivision	1	0	5				0	0	0		
	675	3	Authority Code Number (Link to Classification Format)	Authority Code Number (Link to Classification Format)	0	0	6				0	-5	0		
	675	a	UDC Number, Single or Beginning of a Range	UDC Number, Single or Beginning of a Range	0	0	6				0	-5	0		
	675	b	UDC Number, End of a Range	UDC Number, End of a Range	0	0	6				0	-5	0		
	675	c	Explanatory Terms	Explanatory Terms	0	0	6				0	-5	0		
	675	v	UDC Edition	UDC Edition	0	0	6				0	-5	0		
	675	z	Language of Edition	Language of Edition	0	0	6				0	-5	0		
	676	3	Authority Code Number (Link to Classification Format)	Authority Code Number (Link to Classification Format)	0	0	6				0	-5	0		
	676	a	DDC Number, Single or Beginning of a Range	DDC Number, Single or Beginning of a Range	0	0	6				0	-5	0		
	676	b	DDC Number, End of a Range	DDC Number, End of a Range	0	0	6				0	-5	0		
	676	c	Explanatory Terms	Explanatory Terms	0	0	6				0	-5	0		
	676	v	DDC Edition	DDC Edition	0	0	6				0	-5	0		
	676	z	Language of Edition	Language of Edition	0	0	6				0	-5	0		
	680	3	Authority Code Number (Link to Classification Format)	Authority Code Number (Link to Classification Format)	0	0	6				0	-5	0		
	680	a	LC Number, Single or Beginning of a Range	LC Number, Single or Beginning of a Range	0	0	6				0	-5	0		
	680	b	LC Number, End of a Range	LC Number, End of a Range	0	0	6				0	-5	0		
	680	c	Explanatory Terms	Explanatory Terms	0	0	6				0	-5	0		
	686	2	Subject System Code	Subject System Code	0	0	6		NULL		0	0	0		
	686	a	Class Number, Single or Beginning of a Range	Class Number, Single or Beginning of a Range	0	0	6				0	-5	0		
	686	b	Class Number, End of a Range	Class Number, End of a Range	0	0	6				0	-5	0		
	686	c	Explanatory Terms	Explanatory Terms	0	0	6				0	-5	0		
	700	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	700	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	700	4	Relator Code	Relator Code	1	0	7				0	-5	0		
	700	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	700	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	700	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	700	b	Part of Name Other than Entry Element	Part of Name Other than Entry Element	0	0	7				0	-5	0		
	700	c	Additions to Name Other than Dates	Additions to Name Other than Dates	0	0	7				0	-5	0		
	700	d	Roman Numerals	Roman Numerals	0	0	7				0	-5	0		
	700	f	Dates	Dates	0	0	7				0	-5	0		
	700	g	Expansion of Initials of Forename	Expansion of Initials of Forename	0	0	7				0	-5	0		
	700	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	700	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	700	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	700	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	710	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	710	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	710	4	Relator Code	Relator Code	1	0	7				0	-5	0		
	710	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	710	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	710	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	710	b	Subdivision	Subdivision	1	0	7				0	-5	0		
	710	c	Additions to Name or Qualifier	Additions to Name or Qualifier	1	0	7				0	-5	0		
	710	d	Number of Meeting and/or Part of Meeting	Number of Meeting and/or Part of Meeting	0	0	7				0	-5	0		
	710	e	Location of Meeting	Location of Meeting	0	0	7				0	-5	0		
	710	f	Date of Meeting	Date of Meeting	0	0	7				0	-5	0		
	710	g	Inverted Element	Inverted Element	0	0	7				0	-5	0		
	710	h	Part of Name Other than Entry Element and Inverted Element	Part of Name Other than Entry Element and Inverted Element	0	0	7				0	-5	0		
	710	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	710	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	710	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	710	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	715	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	715	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	715	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	715	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	715	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	715	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	715	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	715	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	715	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	716	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	716	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	716	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	716	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	716	a	Entry Element (Data Element)	Entry Element (Data Element)	0	0	7				0	-5	0		
	716	c	Qualification	Qualification	1	0	7				0	-5	0		
	716	f	Dates	Dates	0	0	7				0	-5	0		
	716	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	716	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	716	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	716	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	720	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	720	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	720	4	Relator Code	Relator Code	1	0	7				0	-5	0		
	720	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	720	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	720	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	720	f	Dates	Dates	0	0	7				0	-5	0		
	720	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	720	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	720	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	720	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	730	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	730	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	730	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	730	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	730	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	730	b	General Material Designation	General Material Designation	1	0	7				0	-5	0		
	730	h	Number of Section or Part	Number of Section or Part	1	0	7				0	-5	0		
	730	i	Name of Section or Part	Name of Section or Part	1	0	7				0	-5	0		
	730	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	730	k	Date of Publication	Date of Publication	0	0	7				0	-5	0		
	730	l	Form Subheading	Form Subheading	0	0	7				0	-5	0		
	730	m	Language (when Part of Heading)	Language (when Part of Heading)	0	0	7				0	-5	0		
	730	n	Miscellaneous Information	Miscellaneous Information	0	0	7				0	-5	0		
	730	q	Version (or Date of Version)	Version (or Date of Version)	0	0	7				0	-5	0		
	730	r	Medium of Performance (for Music)	Medium of Performance (for Music)	1	0	7				0	-5	0		
	730	s	Numeric Designation (for Music)	Numeric Designation (for Music)	1	0	7				0	-5	0		
	730	u	Key (for Music)	Key (for Music)	0	0	7				0	-5	0		
	730	w	Arranged Statement (for Music)	Arranged Statement (for Music)	0	0	7				0	-5	0		
	730	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	730	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	730	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	740	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	740	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	740	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	740	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	740	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	740	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	740	t	Title	Title	0	0	7				0	-5	0		
	740	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	740	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	740	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	745	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	745	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	745	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	745	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	745	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	745	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	745	t	Title	Title	0	0	7				0	-5	0		
	745	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	745	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	745	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	750	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	750	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	750	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	750	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	750	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	750	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	750	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	750	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	750	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	760	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	760	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	760	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	760	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	760	a	Country	Country	0	0	7				0	-5	0		
	760	b	State or Province, etc.	State or Province, etc.	0	0	7				0	-5	0		
	760	c	County	County	0	0	7				0	-5	0		
	760	d	City	City	0	0	7				0	-5	0		
	780	2	Subject System Code	Subject System Code	0	0	7				0	-5	0		
	780	3	Authority Record Number	Authority Record Number	0	0	7				0	-5	0		
	780	7	Script of Cataloguing and Script of the Base Heading	Script of Cataloguing and Script of the Base Heading	0	0	7				0	-5	0		
	780	8	Language of Cataloguing and Language of the Base Heading	Language of Cataloguing and Language of the Base Heading	0	0	7				0	-5	0		
	780	a	Entry Element	Entry Element	0	0	7				0	-5	0		
	780	j	Form Subdivision	Form Subdivision	1	0	7				0	-5	0		
	780	x	Topical Subdivision	Topical Subdivision	1	0	7				0	-5	0		
	780	y	Geographical Subdivision	Geographical Subdivision	1	0	7				0	-5	0		
	780	z	Chronological Subdivision	Chronological Subdivision	0	0	7				0	-5	0		
	801	a	Country	Country	0	0	8				0	-5	0		
	801	b	Agency	Agency	0	0	8				0	-5	0		
	801	c	Date of Latest Transaction	Date of Latest Transaction	0	0	8				0	-5	0		
	810	a	Citation	Citation	0	0	8				0	-5	0		
	810	b	Information Found	Information Found	0	0	8				0	-5	0		
	815	a	Citation	Citation	1	0	8				0	-5	0		
	820	a	Note Text	Note Text	1	0	8				0	-5	0		
	825	a	Note Text	Note Text	0	0	8				0	-5	0		
	830	a	Note Text	Note Text	1	0	8				0	-5	0		
	835	a	Note Text	Note Text	1	0	8				0	-5	0		
	835	b	Replacement Heading	Replacement Heading	0	0	8				0	-5	0		
	835	d	Date of the Transaction	Date of the Transaction	0	0	8				0	-5	0		
	836	b	Replaced Heading	Replaced Heading	0	0	8				0	-5	0		
	836	d	Date of the Transaction	Date of the Transaction	0	0	8				0	-5	0		
	856	a	Host Name	Host Name	1	0	8				0	-5	0		
	856	b	Access Number	Access Number	1	0	8				0	-5	0		
	856	c	Compression Information	Compression Information	1	0	8				0	-5	0		
	856	d	Path	Path	1	0	8				0	-5	0		
	856	e	Date and Hour of Consultation and Access (YYYMMDDHHMM)	Date and Hour of Consultation and Access (YYYMMDDHHMM)	0	0	8				0	-5	0		
	856	f	Electronic Name	Electronic Name	1	0	8				0	-5	0		
	856	g	Uniform Resource Locator (URL)	Uniform Resource Locator (URL)	0	0	8				0	-5	0		
	856	h	Processor of Request	Processor of Request	0	0	8				0	-5	0		
	856	i	Instruction	Instruction	1	0	8				0	-5	0		
	856	j	Bits per Second	Bits per Second	0	0	8				0	-5	0		
	856	k	Password	Password	0	0	8				0	-5	0		
	856	l	Login/Logoff	Login/Logoff	0	0	8				0	-5	0		
	856	m	Contact for Access Assistance	Contact for Access Assistance	1	0	8				0	-5	0		
	856	n	Name of Location of Host in Subfield $a	Name of Location of Host in Subfield $a	0	0	8				0	-5	0		
	856	o	Operating System	Operating System	0	0	8				0	-5	0		
	856	p	Port	Port	0	0	8				0	-5	0		
	856	q	Electronic Format Type	Electronic Format Type	0	0	8				0	-5	0		
	856	r	Settings	Settings	0	0	8				0	-5	0		
	856	s	File Size	File Size	1	0	8				0	-5	0		
	856	t	Terminal Emulation	Terminal Emulation	1	0	8				0	-5	0		
	856	u	Uniform Address Locator (URL)	Uniform Address Locator (URL)	0	0	8				0	-5	0		
	856	v	Hours Access Method Available	Hours Access Method Available	1	0	8				0	-5	0		
	856	w	Record Control Number	Record Control Number	1	0	8				0	-5	0		
	856	x	Nonpublic Note	Nonpublic Note	0	0	8				0	-5	0		
	856	y	Access Method	Access Method	0	0	8				0	-5	0		
	856	z	Public Note	Public Note	1	0	8				0	-5	0		
	886	2	System Code	System Code	0	0	8				0	-5	0		
	886	a	Tag of the Source Format Field	Tag of the Source Format Field	1	0	8				0	-5	0		
	886	b	Indicators and Subfields of the Source Format Field	Indicators and Subfields of the Source Format Field	1	0	8				0	-5	0		
